Date,Amount Salary,Amount BankSC,13 Drews Ct.,Work Related/Other,Description,Description II,Receipt Group,,,,,,,,,,,,,,
6/6/2016,-2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
6/6/2016,-10.81,,,,Materials,Hughe's Lumber,Filters,,,,,,,,,,,,,,
6/10/2016,-13.2,,,,Beer,Bilo,,,,,,,,,,,,,,,
6/11/2016,,,-39.04,,Landscaping,Lowe's,,,,,,,,,,,,,,,
6/11/2016,-20.5,,,,Bar,Commodore,,,,,,,,,,,,,,,
6/11/2016,-70.53,,,,Gift,Hank's Wedding,,,,,,,,,,,,,,,
6/12/2016,-8.08,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/12/2016,-26.89,,,,Gasoline,BP,,,,,,,,,,,,,,,
6/12/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
6/13/2016,-113.93,,,,Gift,Chaco's for Dad,,,,,,,,,,,,,,,
6/14/2016,-11.17,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
6/16/2016,-41.66,,,,Yoga Mat,Half-Moon,,,,,,,,,,,,,,,
6/16/2016,-75,,,,Gym,EcoFitness,,,,,,,,,,,,,,,
6/17/2016,-8.14,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
6/18/2016,,,-149.35,,Materials,Lowe's,,,,,,,,,,,,,,,
6/18/2016,-7.58,,,,Dinks,Exxon,,,,,,,,,,,,,,,
6/18/2016,-6.08,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
6/19/0206,-55.48,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
6/21/2016,,-2000,,,Donation,Coastal Conservation League,,,,,,,,,,,,,,,
6/21/2016,-3.52,,,,Drinks,BP,,,,,,,,,,,,,,,
6/22/2016,-27.57,,,,Gasoline,BP,,,,,,,,,,,,,,,
6/22/2016,-6.79,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
6/22/2016,-4.34,,,,Dinks,Shell Oil,,,,,,,,,,,,,,,
6/24/2016,-7.93,,,,Bar,Stars,,,,,,,,,,,,,,,
6/24/2016,-2.04,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
6/24/2016,-9.01,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
6/24/2016,-18.93,,,,Restaurant Meal,Juanita Greenberg's,,,,,,,,,,,,,,,
6/24/2016,-11.39,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
6/25/2016,-8.78,,,,Restaurant Meal,Peking Gourmet,,,,,,,,,,,,,,,
6/20/2016,-22.9,,,,Uber,,,,,,,,,,,,,,,,
6/24/2016,,-2170,,,Taxes,South Carolina Income Tax,,,,,,,,,,,,,,,
6/27/2016,,,-102.38,,Electricity,SCE&G,,,,,,,,,,,,,,,
6/17/2016,-4.51,,,,Beer,Venmo,,,,,,,,,,,,,,,
6/21/2016,-3.5,,,,Beer,Venmo,,,,,,,,,,,,,,,
6/25/2016,-6.52,,,,Bar,Midtown,,,,,,,,,,,,,,,
6/25/2016,-29,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
6/26/2016,-35.9,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
6/26/2016,-8.12,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
6/27/2016,-3.52,,,,Dip,BP,,,,,,,,,,,,,,,
6/27/2016,-5.7,,,,Beer,Bi-lo,,,,,,,,,,,,,,,
6/28/2016,-45.08,,,,Restaurant Meal,Dellz,,,,,,,,,,,,,,,
6/29/2016,-6.52,,,,Restaurant Meal,Season's of Japan,,,,,,,,,,,,,,,
6/29/2016,-5.7,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
6/29/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
6/30/2016,-4.4,,,,Restaurant Meal,Wal-Mart,,,,,,,,,,,,,,,
6/30/2016,,,,-10,Digital Ocean,Server,,,,,,,,,,,,,,,
6/30/2016,-13,,,,Restaurant Meal,Bi-lo,,,,,,,,,,,,,,,
7/2/2016,,,-87.76,,Materials,Lowe's,Landscaping,,,,,,,,,,,,,,
7/2/2016,,,-10.71,,Materials,Lowe's,Landscaping,,,,,,,,,,,,,,
7/2/2016,-19.83,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/2/2016,-7.58,,,,Beer,Exxon,,,,,,,,,,,,,,,
7/2/2016,-3.52,,,,Drinks,BP,,,,,,,,,,,,,,,
7/3/2016,,,-57.31,,Materials,Lowe's,Landscaping,,,,,,,,,,,,,,
7/3/2016,-37.38,,,,Groceries,Food Lion,,,,,,,,,,,,,,,
7/4/2016,-24.18,,,,Gasoline,BP,,,,,,,,,,,,,,,
7/4/2016,-22.25,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
7/5/2016,-4.4,,,,Restaurant Meal,Wallmart,,,,,,,,,,,,,,,
7/7/2016,-40.95,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
7/8/2016,,,-64.36,,Materials,Lowe's,,,,,,,,,,,,,,,
7/8/2016,-11.39,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
7/9/2016,,,-302.03,,Materials,Lowe's,Tile,,,,,,,,,,,,,,
7/12/2016,,,-28.59,,Materials,Lowe's,tile,,,,,,,,,,,,,,
7/12/2016,-1.72,,,,Drinks,Shell,,,,,,,,,,,,,,,
7/12/2016,,,-27.1,,Materials,Lowe's,Tile,,,,,,,,,,,,,,
7/12/2016,-16.84,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
7/13/2016,-7.46,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
7/13/2016,-26.18,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/15/2016,-29.54,,,,Gasoline,Shell,,,,,,,,,,,,,,,
7/15/2016,,,-49.33,,Materials,Lowe's,Fence,,,,,,,,,,,,,,
7/16/2016,-27,,,,Drinks,Tatooed Moose,,,,,,,,,,,,,,,
7/16/2016,-10,,,,Drinks,Home Team,,,,,,,,,,,,,,,
7/16/2016,-4.08,,,,Restaurant Meal,Bi-lo,,,,,,,,,,,,,,,
7/17/2016,-55.74,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
7/17/2016,,,-84.53,,Materials,Lowe's,Fence,,,,,,,,,,,,,,
7/19/2016,-3.26,,,,Drinks,BP,,,,,,,,,,,,,,,
7/20/2016,,,-104.4,,Materials,Lowe's,Fence,,,,,,,,,,,,,,
7/21/2016,-4.4,,,,Restaurant Meal,Wal-Mart,,,,,,,,,,,,,,,
7/22/2016,-14.14,,,,Beer,Exxon,,,,,,,,,,,,,,,
7/23/2016,-13.01,,,,Beer,Food Lion,,,,,,,,,,,,,,,
7/23/2016,-4.32,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
6/28/2016,,-2071,,,Taxes,Federal,,,,,,,,,,,,,,,
7/11/2016,,-475,,,Taxes,Elliott Davis,,,,,,,,,,,,,,,
7/1/2016,,,550,,Rent,Palmer Giles,,,,,,,,,,,,,,,
7/1/2016,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
7/1/2016,,,300,,Rent,Michael Dopp,,,,,,,,,,,,,,,
7/22/2016,1072.45,,,,Salary,,,,,,,,,,,,,,,,
7/6/2016,,,-71.73,,Water,CPW,,,,,,,,,,,,,,,
7/15/2016,-100.23,,,,Taxes,Car,,,,,,,,,,,,,,,
7/19/2016,-15,,,,Wire Transfer,,,,,,,,,,,,,,,,
7/2/2016,-3.22,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
7/4/2016,-10.42,,,,Restaurant Meal,Taqueria,,,,,,,,,,,,,,,
7/5/2016,-6,,,,Beer,Palmetto Brewery,,,,,,,,,,,,,,,
7/8/2016,-11.5,,,,Restaurant Meal,Doe's Pita,,,,,,,,,,,,,,,
7/11/2016,-20.79,,,,Restaurant Meal,Santis,,,,,,,,,,,,,,,
7/25/2016,,,-187.72,,Internet,Xfinity,,,,,,,,,,,,,,,
7/24/2016,,,-32.53,,Materials,Lowe's,Fence,,,,,,,,,,,,,,
7/24/2016,-38.55,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/25/2016,-23.4,,,,Gasoline,Spinx,,,,,,,,,,,,,,,
7/25/2016,-7.68,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
7/26/2016,-9.54,,,,Beer,Bi-lo,,,,,,,,,,,,,,,
7/27/2016,,,-47.92,,Security,Amazon,Security light,,,,,,,,,,,,,,
7/28/2016,-10.84,,,,Beer,Spinx,,,,,,,,,,,,,,,
7/28/2016,-6.52,,,,Restaurant Meal,Seasons of Japan,,,,,,,,,,,,,,,
7/28/2016,-20,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
7/29/2016,,,-21.29,,Materials,Home Depot,Fence,,,,,,,,,,,,,,
7/29/2016,-9.75,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
7/30/2016,-7.26,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
7/30/2016,,,-23,,Materials,Lowe's,Fence,,,,,,,,,,,,,,
7/30/2016,-10.5,,,,Beer,Exxon,,,,,,,,,,,,,,,
7/31/2016,-60.56,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
7/31/2016,,,-51.63,,Materials,Lowe's,Fence,,,,,,,,,,,,,,
7/31/2016,,,,-10,Hosting Fee,Digital Ocean,,,,,,,,,,,,,,,
8/2/2016,-9.54,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
8/2/2016,-648,,,,Gym,EcoFitness,,,,,,,,,,,,,,,
8/3/2016,-4.65,,,,Drinks,Shell Oil,,,,,,,,,,,,,,,
8/4/2016,-2.15,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
8/8/2016,1072.45,,,,Salary,GDG,,,,,,,,,,,,,,,
8/4/2016,,,-62.26,,Water,CPW,,,,,,,,,,,,,,,
7/26/2016,,,-131.21,,Electricity,SCE&G,,,,,,,,,,,,,,,
8/1/2016,,,550,,Rent,Palmer Giles,,,,,,,,,,,,,,,
8/1/2016,,,300,,Rent,Michael Dopp,,,,,,,,,,,,,,,
8/4/2016,-15.81,,,,Drinks,Stems and Skins,,,,,,,,,,,,,,,
8/5/2016,-10.08,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/5/2016,-11.39,,,,Beer,Bi-lo,,,,,,,,,,,,,,,
8/6/2016,-21.82,,,,Gasoline,Speedway,,,,,,,,,,,,,,,
8/6/2016,,,-176.09,,Materials,Lowe's,Gutters,,,,,,,,,,,,,,
8/6/2016,-5.06,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/6/2016,-9.77,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
8/7/2016,-41.77,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
8/10/2016,-9.54,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
8/11/2016,-5.96,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
8/12/2016,-7.5,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
8/12/2016,-16.27,,,,Beer,CVS,,,,,,,,,,,,,,,
8/13/2016,-18.57,,,,Bar,Trio,,,,,,,,,,,,,,,
8/13/2016,-10.44,,,,Bar,Prohibition,,,,,,,,,,,,,,,
8/13/2016,,,-40.7,,Materials,Lowe's,Gutters,,,,,,,,,,,,,,
8/13/2016,,,-23.07,,Materials,Lowe's,Gutters,,,,,,,,,,,,,,
8/13/2016,-12,,,,Bar,Home Team,,,,,,,,,,,,,,,
8/12/2016,-20.96,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/13/2016,-18.27,,,,Bar,Fish,,,,,,,,,,,,,,,
8/13/2016,-4.87,,,,Beer,Exxon,,,,,,,,,,,,,,,
8/14/2016,-14.88,,,,Restaurant Meal,D Allesandros,,,,,,,,,,,,,,,
8/15/2016,-4.4,,,,Restaurant Meal,Wal-Mart,,,,,,,,,,,,,,,
8/15/2016,-26.09,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
8/16/2016,-24.35,,,,Gasoline,Spinx,,,,,,,,,,,,,,,
8/16/2016,-7.7,,,,Restaurant Meal,Shuang Xi,,,,,,,,,,,,,,,
8/16/2016,-3.75,,,,Beer,Bi-lo,,,,,,,,,,,,,,,
8/18/2016,-6.52,,,,Restaurant Meal,Season's of Japan,,,,,,,,,,,,,,,
8/18/2016,-9.75,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
8/18/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
8/19/2016,-4.4,,,,Restaurant Meal,Wallmart,,,,,,,,,,,,,,,
8/19/2016,-14,,,,Bar,Royal American,,,,,,,,,,,,,,,
8/19/2016,-30.8,,,,Restaurant Meal,Five Loaves,,,,,,,,,,,,,,,
8/20/2016,-8.5,,,,Bar,Royal American,,,,,,,,,,,,,,,
8/8/2016,,-13.13,,,Federal Taxes,,,,,,,,,,,,,,,,
8/10/2016,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
8/18/2016,-100,,,,Charleston Library,,,,,,,,,,,,,,,,
8/22/2016,1072.46,,,,Salary,GDG,,,,,,,,,,,,,,,
8/20/2016,7.55,,,,Reimburment,Beer/Witt Cox,,,,,,,,,,,,,,,
8/21/2016,,,,,,,,,,,,,,,,,,,,,
8/20/2016,-2.53,,,,Drinks,Wallgreens,,,,,,,,,,,,,,,
8/20/2016,-11,,,,Bar,Recovery Room,,,,,,,,,,,,,,,
8/20/2016,-22.41,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
8/21/2016,-39.29,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
8/21/2016,-39.29,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
8/21/2016,,,-21,,Lowe's,Gutters,,,,,,,,,,,,,,,
8/22/2016,-2.15,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
8/25/2016,-7.69,,,,Restaurant Meal,Panera Bread,,,,,,,,,,,,,,,
8/25/2016,-2.15,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
8/25/2016,-18.17,,,,Bar,Prohibiition,,,,,,,,,,,,,,,
8/25/2016,-9.54,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
8/26/2016,-14.4,,,,Bar,Cocktail Club,,,,,,,,,,,,,,,
8/26/2016,-2.15,,,,Coffee,Starbucks,,,,,,,,,,,,,,,
8/26/2016,-19.16,,,,Restaurant Meal,Holy City,,,,,,,,,,,,,,,
8/27/2016,-6.06,,,,Beer,Lil Cricket,,,,,,,,,,,,,,,
8/27/2016,-4.9,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
8/27/2016,-19.5,,,,Bar,Rifle Club,,,,,,,,,,,,,,,
8/28/2016,-9.81,,,,Restaurant Meal,Mod Pizza,,,,,,,,,,,,,,,
8/29/2016,-20,,,,Bar,Midtown,,,,,,,,,,,,,,,
8/28/2016,-2.16,,,,Drinks,Harris Teeter,,,,,,,,,,,,,,,
8/29/2016,-23.54,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
8/29/2016,-25,,,,Gasoline,Spinx,,,,,,,,,,,,,,,
8/29/2016,-7.69,,,,Restaurant Meal,Paner Bread,,,,,,,,,,,,,,,
8/30/2016,-11.39,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
8/30/2016,-9.55,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
8/31/2016,,,,-10,Server,Digital Ocean,,,,,,,,,,,,,,,
8/31/2016,-9.54,,,,Beer,Bi-lo,,,,,,,,,,,,,,,
9/1/2016,-69.24,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
9/1/2016,-8.01,,,,Beer,Rutldege Market,,,,,,,,,,,,,,,
9/1/2016,-36.08,,,,Gasoline,Love's,,,,,,,,,,,,,,,
9/3/2016,-11.66,,,,Cigarettes,Dollar General,,,,,,,,,,,,,,,
9/4/2016,-21.22,,,,Groceries,Ingels,,,,,,,,,,,,,,,
9/5/2016,-6.62,,,,Restaurant Meal,Moe's,,,,,,,,,,,,,,,
9/5/2016,-55.01,,,,Gasoline,Exxon Mobil,,,,,,,,,,,,,,,
9/5/2016,-3.9,,,,Drinks,Bi-lo,,,,,,,,,,,,,,,
9/6/0216,-82.23,,,,Oil Change,Speedee,,,,,,,,,,,,,,,
9/6/2016,-57.13,,,,Car Parts,Pepboys,Brake Pads,,,,,,,,,,,,,,
9/6/2016,-20.57,,,,Clothes,Thrift Store,,,,,,,,,,,,,,,
9/6/2016,,,-51.02,,Materials,Lowe's,Gutters,,,,,,,,,,,,,,
9/6/2016,-48.72,,,,Groceries,Trader Joes,,,,,,,,,,,,,,,
9/6/2016,-3.52,,,,Dip,BP,,,,,,,,,,,,,,,
9/6/2016,-4.07,,,,Restaurant Meal,Bi-lo,,,,,,,,,,,,,,,
9/7/2016,-73.54,,,,Restaurant Meal,HOM,,,,,,,,,,,,,,,
9/8/2016,-26.63,,,,Drinks,Basil,,,,,,,,,,,,,,,
9/9/2016,-27.79,,,,Restaurant Meal,Bi-lo,,,,,,,,,,,,,,,
9/10/2016,-2.76,,,,Dip,Lil Cricket,,,,,,,,,,,,,,,
8/24/2016,-70.47,,,,Restaurant Meal,Xiao Bao Biscuit,,,,,,,,,,,,,,,
8/31/2016,-9,,,,Car Wash,Spinx,,,,,,,,,,,,,,,
9/1/2016,-75,,,,Education,Georgia Tech,Appliation Fee,,,,,,,,,,,,,,
9/14/2016,-64.02,,,,Gift,The Boutique,Wedding Present,,,,,,,,,,,,,,
9/15/2016,-7.7,,,,Restaurant Meal,Shaung Xi,,,,,,,,,,,,,,,
8/24/2016,,,-125.4,,Electricity,SCE&G,,,,,,,,,,,,,,,
09/02/2016,,,-49.35,,Water,CPW,,,,,,,,,,,,,,,
9/7/2016,1072.45,,,,,,,,,,,,,,,,,,,,
9/16/2016,,,-59.99,,Internet,Comcast,,,,,,,,,,,,,,,
9/1/2016,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
9/1/2016,,,100,,Rent,Michael Dop,,,,,,,,,,,,,,,
9/1/2016,,,550,,Rent,Palmer Giles,,,,,,,,,,,,,,,
8/24/2016,,,-76.91,,Trash,Trash Gurl,,,,,,,,,,,,,,,
9/12/2016,-13.34,,,,Uber,,,,,,,,,,,,,,,,
9/13/2016,-5.54,,,,Uber,,,,,,,,,,,,,,,,
9/14/2016,,1900,,,Dividend,Ladon Partnership,,,,,,,,,,,,,,,
9/11/2016,-7.28,,,,Restaurant Meal,Moe'es,,,,,,,,,,,,,,,
9/11/2016,-55.79,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
9/12/2016,-23.79,,,,Gasoline,Spinx,,,,,,,,,,,,,,,
9/12/2016,-8,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
9/12/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
9/14/2016,-20,,,,Bar,Revelry Brewery,,,,,,,,,,,,,,,
9/14/2016,-44.2,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
9/16/2016,-2.53,,,,Dip,Shell Oil,,,,,,,,,,,,,,,
9/17/2016,-12.77,,,,Restaurant Meal,Sesame,,,,,,,,,,,,,,,
9/17/2016,,,-67.96,,Material,Lowe's,Driveway,,,,,,,,,,,,,,
9/17/2016,,,-48.41,,Car Repair,Lowe's,,,,,,,,,,,,,,,
9/17/2016,-5.78,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
9/17/2016,-15,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
9/18/2016,,,-36.02,,Material,Lowe's,Driveway,,,,,,,,,,,,,,
9/18/2016,-35.02,,,,Groceries,Bi-lo,,,,,,,,,,,,,,,
9/19/2016,-3.24,,,,Dip,Spinx,,,,,,,,,,,,,,,
9/19/2016,-21.01,,,,Restaurant Meal,Doe's Pita,,,,,,,,,,,,,,,
9/21/2016,-28.2,,,,Gasoline,Spinx,,,,,,,,,,,,,,,
9/21/2016,-7.7,,,,Restaurant Meal,Shuang xi,,,,,,,,,,,,,,,
9/22/2016,-71.82,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
9/22/2016,,,-106.08,,Material,Lowe's,Driveway,,,,,,,,,,,,,,
9/22/2016,-21.57,,,,Beer,Exxon Mobil,,,,,,,,,,,,,,,
9/22/2016,,,-320.08,,Gravel,All Seasons Mulch,Driveway,,,,,,,,,,,,,,
9/26/2016,-981,,,,Car Insurance,Travelers,,,,,,,,,,,,,,,
9/16/2016,,,-59.99,,Cable,Comcast,,,,,,,,,,,,,,,
9/22/2016,1072.45,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
9/26/2016,-16.22,,,,Passport Photos,Fedex,,,,,,,,,,,,,,,
9.27/2016,-10.81,,,,Restaurant Meal,Manny's,,,,,,,,,,,,,,,
9/27/2016,-1.4,,,,Shipping,Fedex,Envelope,,,,,,,,,,,,,,
9/27/2016,-24.68,,,,Gasoline,BP,,,,,,,,,,,,,,,
9/28/2016,-2.64,,,,Shipping,USPS,,,,,,,,,,,,,,,
9/28/2016,-47.92,,,,Car Repair,Amazon,Window Regulatro,,,,,,,,,,,,,,
9/29/2016,-60.28,,,,Car Repair,Amazon,Rotors,,,,,,,,,,,,,,
9/30/2016,-10.92,,,,Restaurant Meal,East Bay Deli,,,,,,,,,,,,,,,
9/20/2016,,,,-10.92,Server Fees,Digital Ocean,,,,,,,,,,,,,,,
9/30/2016,-20,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
10/1/2016,-30,,,,Bar,Revelry Brewery,,,,,,,,,,,,,,,
10/1/2016,-218.58,,,,Tools,Lowe's,Rachet Set,,,,,,,,,,,,,,
10/1/2016,-14.31,,,,Tools,Lowe's,,,,,,,,,,,,,,,
10/1/2016,-4.65,,,,Restaurant Meal,Harris Teeter,,,,,,,,,,,,,,,
10/1/2016,-3.52,,,,Dip,BP,,,,,,,,,,,,,,,
10/1/2016,-15.6,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
10/1/2016,-35,,,,Concert,Portugal The Man,,,,,,,,,,,,,,,
9/27/2016,-981,,,,Car Insurance,Travelers,,,,,,,,,,,,,,,
9/30/2016,-96.2,,,,Plane Ticket,United,,,,,,,,,,,,,,,
10/1/2016,-7.91,,,,Restaurant Meal,Roti Rolls,,,,,,,,,,,,,,,
9/28/2016,,,-115.24,,Electric Bill,SCEG,,,,,,,,,,,,,,,
10/2/2016,-32.61,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
10/2/0216,-123.68,,,,Car Repair,Auto Zone,Window Regulator,,,,,,,,,,,,,,
10/4/2016,,,-69.02,,Material,Southern Lumber,Window Plywood for Hurricane,,,,,,,,,,,,,,
10/4/2016,-5.09,,,,Beer,Rutledge Market,,,,,,,,,,,,,,,
10/4/2016,-33.58,,,,Liquor,Burris Liquor,,,,,,,,,,,,,,,
10/5/2016,-8.66,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
10/5/2016,-35.29,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
10/5/2016,-3.52,,,,Dip,BP,,,,,,,,,,,,,,,
10/6/2016,-16.89,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
10/7/2016,-6.88,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
10/7/2016,-31.36,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
10/9/2016,,,-25.97,,Material,Lowe's,,,,,,,,,,,,,,,
10/9/2016,-10.84,,,,Bar,Carolina Ale House,,,,,,,,,,,,,,,
10/10/2016,-3.52,,,,Dip,BP,,,,,,,,,,,,,,,
10/10/2016,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
10/1/2016,,,550,,Rent,Palmer Giles,,,,,,,,,,,,,,,
10/4/2016,-200,,,,Cash,,,,,,,,,,,,,,,,
10/7/2016,1072.45,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
10/4/2016,-110,,,,Passport Fee,,,,,,,,,,,,,,,,
10/6/2016,,,-64.26,,Water,CPW,,,,,,,,,,,,,,,
10/10/2016,-12,,,,Bike Repair,Affordabike,,,,,,,,,,,,,,,
10/11/2016,-10.48,,,,Restaurant Meal,Moe's Southwest,,,,,,,,,,,,,,,
10/12/2016,-61.17,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
10/12/2016,-3.32,,,,Drink,Mercantile And Mash,,,,,,,,,,,,,,,
10/13/2016,-9.5,,,,Groceries,H&L 's,,,,,,,,,,,,,,,
10/15/2016,-3.52,,,,Dip,BP,,,,,,,,,,,,,,,
10/15/2016,-11.41,,,,Beer,BP,,,,,,,,,,,,,,,
10/15/2016,-8.67,,,,Beer,BP,,,,,,,,,,,,,,,
10/16/2016,-26.13,,,,Gasoline,Shell,,,,,,,,,,,,,,,
10/16/2016,-46.59,,,,Restaurant Meal,H&L,,,,,,,,,,,,,,,
10/17/2016,-16,,,,Hair Cut,Great Clips,,,,,,,,,,,,,,,
10/19/2016,-3.26,,,,Dip,BP,,,,,,,,,,,,,,,
10/20/2016,47.92,,,,Car Parts,Amazon,Car Parts,,,,,,,,,,,,,,
10/21/2016,-7.67,,,,Beer,Wallgreens,,,,,,,,,,,,,,,
10/21/2016,,,-135.09,,Material,Southern Lumber,Shutters,,,,,,,,,,,,,,
10/21/2016,-14,,,,Bar,Revelry Brewery,,,,,,,,,,,,,,,
10/22/2016,,,-13.62,,Material,Lowe's,Shutters,,,,,,,,,,,,,,
10/22/2016,-16.98,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
10/23/2016,-54.88,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
10/23/2016,,,-39.02,,Material,Lowe's,Shutters,,,,,,,,,,,,,,
10/23/2016,-11,,,,Bar,Faculty Lounge,,,,,,,,,,,,,,,
10/23/2016,-2.16,,,,Groceries,Harris Teeter,,,,,,,,,,,,,,,
10/2/2016,-195,,,,Eduacation,Udemy,,,,,,,,,,,,,,,
10/24/2016,-26.47,,,,Gasoline,Sunoco,,,,,,,,,,,,,,,
10/26/2016,-2.39,,,,Beer,Rutledge Market,,,,,,,,,,,,,,,
10/26/2016,-10,,,,Bar,Recovery Room,,,,,,,,,,,,,,,
10/27/2016,-5.73,,,,Beer,Rutledge Market,,,,,,,,,,,,,,,
10/27/2016,-7.28,,,,Restaurant Meal,Moe's Southwest,,,,,,,,,,,,,,,
10/28/2016,-2.7,,,,Beer,Rutledge Market,,,,,,,,,,,,,,,
10/28/2016,-20.27,,,,Groceries,Food Lion,,,,,,,,,,,,,,,
10/29/2016,-8.57,,,,Restaurant Meal,Season's of Japan,,,,,,,,,,,,,,,
10/29/2016,-4.25,,,,Stationary,Rite Aid,,,,,,,,,,,,,,,
10/29/2016,-25.5,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
10/20/2016,-65.1,,,,Groceries,Trader Joe's,,,,,,,,,,,,,,,
10/30/2016,-10.84,,,,Restaurant Meal,Queen Street,,,,,,,,,,,,,,,
10/30/2016,-43,,,,Bar,Blind Tiger,,,,,,,,,,,,,,,
10/31/2016,-1.61,,,,Drinks,Shell,,,,,,,,,,,,,,,
10/31/2016,-5,,,,Bar,Revelry Brewery,,,,,,,,,,,,,,,
10/31/2016,,,,-10,Server Fees,,,,,,,,,,,,,,,,
11/1/2016,-9.17,,,,Restaurant Meal,Chipotle,,,,,,,,,,,,,,,
11/2/2016,-60.7,,,,Gft,James and Jordan's Wedding,,,,,,,,,,,,,,,
11/2/2016,-7.18,,,,Restaurant Meal,Chipotle,,,,,,,,,,,,,,,
11/3/2016,-33.95,,,,Gasoline,Spiinx,,,,,,,,,,,,,,,
11/3/2016,-6.28,,,,Bar,Eclectic Café,,,,,,,,,,,,,,,
